CP,stage001,stage002,stage003,stage004,stage005,stage006,stage007,stage008,stage009,stage010,stage011,stage012,stage013,stage014,stage015,stage016,stage017,stage018,stage019,stage020,stage021,stage022,stage023,stage024,stage025,stage026,stage027,stage028,stage029,stage030,stage031,stage032,stage033,stage034,stage035,stage036,stage037,stage038,stage039,stage040,stage041,stage042,stage043,stage044,stage045,stage046,stage047,stage048,stage049,stage050,stage051,stage052,stage053,stage054,stage055,stage056,stage057,stage058,stage059,stage060,stage061,stage062,stage063,stage064,stage065,stage066,stage067,stage068,stage069,stage070,stage071,stage072,stage073,stage074,stage075,stage076,stage077,stage078,stage079,stage080,stage081,stage082,stage083,stage084,stage085,stage086,stage087,stage088,stage089,stage090,stage091,stage092,stage093,stage094,stage095,stage096,stage097,stage098,stage099,stage100
Lot019_10,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,NA,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,NA,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,NA,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,NA,Tool96-3,Tool97-1,Tool98-4,Tool99-3,NA
Lot019_11,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,NA,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,NA,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,NA,Tool98-4,Tool99-3,Tool100-2
Lot019_12,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,NA,Tool8-2,Tool9-3,NA,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,NA,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,NA,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,NA,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_13,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,NA,Tool20-1,Tool21-2,NA,Tool23-4,Tool24-1,NA,NA,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,NA,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,NA,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_14,Tool1-1,NA,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,NA,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,NA,Tool33-1,NA,Tool35-5,Tool36-1,Tool37-2,NA,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,NA,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,NA,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,NA,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,NA,Tool77-2,NA,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,NA,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_15,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,NA,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,NA,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,NA,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,NA,Tool73-2,Tool74-3,Tool75-4,NA,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_16,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,NA,Tool7-1,NA,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,NA,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,NA,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,NA,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,NA,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_17,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,NA,Tool48-2,Tool49-2,NA,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,NA,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,NA,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,NA,Tool86-3,Tool87-1,NA,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_18,Tool1-1,Tool2-1,Tool3-2,NA,Tool5-6,Tool6-3,Tool7-1,Tool8-2,NA,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,NA,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,NA,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_20,Tool1-1,NA,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,NA,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,NA,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,NA,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,NA,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_21,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,NA,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,NA,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,NA,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,NA,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,NA,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_22,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,NA,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,NA,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,NA,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,NA,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,NA,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,NA,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_23,Tool1-1,Tool2-1,Tool3-2,NA,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,NA,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,NA,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,NA,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_24,Tool1-1,Tool2-1,Tool3-2,Tool4-5,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,NA,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,NA,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,Tool50-2,Tool51-2,Tool52-2,Tool53-2,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,Tool65-1,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,Tool74-3,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,Tool87-1,Tool88-7,Tool89-2,NA,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot019_25,Tool1-1,NA,Tool3-2,NA,Tool5-6,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-1,Tool14-1,Tool15-7,Tool16-2,Tool17-3,Tool18-3,Tool19-3,Tool20-1,Tool21-2,Tool22-2,Tool23-4,Tool24-1,Tool25-3,Tool26-2,Tool27-2,Tool28-2,Tool29-3,Tool30-2,Tool31-1,Tool32-1,Tool33-1,Tool34-1,Tool35-5,Tool36-1,Tool37-2,Tool38-2,NA,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-2,Tool45-1,Tool46-2,Tool47-1,Tool48-2,Tool49-2,NA,Tool51-2,Tool52-2,NA,Tool54-1,Tool55-1,Tool56-2,Tool57-2,Tool58-3,Tool59-4,Tool60-1,Tool61-2,Tool62-4,Tool63-2,Tool64-1,NA,Tool66-5,Tool67-1,Tool68-1,Tool69-1,Tool70-3,Tool71-2,Tool72-3,Tool73-2,NA,Tool75-4,Tool76-2,Tool77-2,Tool78-3,Tool79-1,Tool80-1,Tool81-1,Tool82-3,Tool83-2,Tool84-1,Tool85-3,Tool86-3,NA,Tool88-7,Tool89-2,Tool90-3,Tool91-5,Tool92-1,Tool93-6,Tool94-2,Tool95-3,Tool96-3,Tool97-1,Tool98-4,Tool99-3,Tool100-2
Lot022_01,Tool1-6,NA,Tool3-3,Tool4-5,Tool5-1,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-6,Tool14-1,Tool15-1,Tool16-3,Tool17-2,NA,Tool19-2,Tool20-1,NA,Tool22-2,NA,Tool24-2,Tool25-3,Tool26-3,Tool27-2,Tool28-6,Tool29-3,NA,Tool31-1,Tool32-1,NA,Tool34-1,Tool35-4,Tool36-3,NA,Tool38-1,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-1,Tool45-1,Tool46-3,Tool47-2,Tool48-2,Tool49-2,Tool50-2,Tool51-11,Tool52-4,Tool53-5,Tool54-5,Tool55-8,Tool56-4,Tool57-4,Tool58-8,NA,Tool60-3,Tool61-6,Tool62-8,NA,Tool64-4,Tool65-4,Tool66-9,Tool67-4,Tool68-4,Tool69-4,Tool70-9,Tool71-4,Tool72-7,Tool73-4,Tool74-4,Tool75-5,Tool76-7,Tool77-6,Tool78-5,Tool79-7,Tool80-4,Tool81-3,Tool82-11,Tool83-6,NA,Tool85-6,Tool86-5,Tool87-4,Tool88-8,Tool89-5,Tool90-12,Tool91-8,Tool92-3,NA,NA,Tool95-5,Tool96-6,Tool97-7,Tool98-9,Tool99-6,Tool100-4
Lot022_02,Tool1-6,Tool2-1,Tool3-3,Tool4-5,Tool5-1,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-6,Tool14-1,Tool15-1,Tool16-3,Tool17-2,Tool18-3,Tool19-2,NA,NA,Tool22-2,Tool23-5,Tool24-2,Tool25-3,Tool26-3,Tool27-2,Tool28-6,Tool29-3,Tool30-5,Tool31-1,NA,Tool33-4,Tool34-1,Tool35-4,Tool36-3,Tool37-2,Tool38-1,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-1,Tool45-1,Tool46-3,Tool47-2,Tool48-2,Tool49-2,Tool50-2,Tool51-11,Tool52-4,Tool53-5,Tool54-5,Tool55-8,Tool56-4,Tool57-4,Tool58-8,Tool59-8,Tool60-3,Tool61-6,Tool62-8,Tool63-4,NA,Tool65-4,Tool66-9,Tool67-4,Tool68-4,Tool69-4,NA,Tool71-4,Tool72-7,Tool73-4,Tool74-4,Tool75-5,Tool76-7,Tool77-6,Tool78-5,Tool79-7,Tool80-4,Tool81-3,Tool82-11,Tool83-6,Tool84-4,Tool85-6,Tool86-5,Tool87-4,Tool88-8,Tool89-5,Tool90-12,Tool91-8,Tool92-3,Tool93-8,NA,Tool95-5,Tool96-6,Tool97-7,Tool98-9,Tool99-6,Tool100-4
Lot022_03,Tool1-6,Tool2-1,Tool3-3,Tool4-5,NA,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-6,Tool14-1,Tool15-1,Tool16-3,Tool17-2,Tool18-3,Tool19-2,Tool20-1,Tool21-2,Tool22-2,Tool23-5,Tool24-2,Tool25-3,Tool26-3,Tool27-2,Tool28-6,Tool29-3,Tool30-5,Tool31-1,Tool32-1,Tool33-4,Tool34-1,Tool35-4,Tool36-3,Tool37-2,Tool38-1,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-1,Tool45-1,Tool46-3,Tool47-2,Tool48-2,Tool49-2,Tool50-2,Tool51-11,Tool52-4,Tool53-5,Tool54-5,Tool55-8,Tool56-4,Tool57-4,Tool58-8,Tool59-8,Tool60-3,NA,Tool62-8,Tool63-4,Tool64-4,Tool65-4,Tool66-9,Tool67-4,Tool68-4,Tool69-4,Tool70-9,Tool71-4,Tool72-7,Tool73-4,Tool74-4,Tool75-5,Tool76-7,Tool77-6,Tool78-5,NA,Tool80-4,Tool81-3,Tool82-11,Tool83-6,Tool84-4,Tool85-6,Tool86-5,Tool87-4,Tool88-8,Tool89-5,Tool90-12,Tool91-8,Tool92-3,Tool93-8,Tool94-4,Tool95-5,Tool96-6,Tool97-7,Tool98-9,Tool99-6,Tool100-4
Lot022_04,Tool1-6,Tool2-1,Tool3-3,Tool4-5,Tool5-1,Tool6-3,Tool7-1,Tool8-2,Tool9-3,Tool10-2,Tool11-4,Tool12-2,Tool13-6,Tool14-1,Tool15-1,Tool16-3,Tool17-2,Tool18-3,Tool19-2,Tool20-1,Tool21-2,Tool22-2,Tool23-5,Tool24-2,NA,Tool26-3,Tool27-2,Tool28-6,Tool29-3,Tool30-5,Tool31-1,Tool32-1,Tool33-4,Tool34-1,Tool35-4,Tool36-3,Tool37-2,Tool38-1,Tool39-1,Tool40-2,Tool41-1,Tool42-3,Tool43-3,Tool44-1,Tool45-1,Tool46-3,Tool47-2,Tool48-2,Tool49-2,Tool50-2,Tool51-11,Tool52-4,Tool53-5,Tool54-5,Tool55-8,Tool56-4,Tool57-4,Tool58-8,Tool59-8,Tool60-3,Tool61-6,Tool62-8,Tool63-4,Tool64-4,Tool65-4,Tool66-9,Tool67-4,Tool68-4,Tool69-4,Tool70-9,Tool71-4,Tool72-7,Tool73-4,Tool74-4,Tool75-5,Tool76-7,Tool77-6,Tool78-5,Tool79-7,Tool80-4,Tool81-3,Tool82-11,Tool83-6,Tool84-4,Tool85-6,Tool86-5,Tool87-4,Tool88-8,Tool89-5,Tool90-12,Tool91-8,Tool92-3,Tool93-8,Tool94-4,Tool95-5,Tool96-6,NA,Tool98-9,Tool99-6,Tool100-4
